ageb,POBTOT,x,y,n_denue,lon,lat,dist_hosp_pub_m,dist_hosp_priv_m,pub_caminando_min,pub_auto_min,priv_caminando_min,hosp_mas_cercano,penaliza_publico_m
5728,1591,495192.650500381,2136580.9876040323,88.0,-99.04576463184276,19.3231178200802,2725.863883155475,2184.4249839541135,36.34485177540633,8.177591649466425,29.125666452721514,Privado,541.4388992013614
5732,2692,495254.79242533166,2136491.594943037,60.0,-99.04517283611176,19.32231009336868,2866.6778586958917,2324.0369286466926,38.222371449278555,8.600033576087675,30.98715904862257,Privado,542.6409300491991
5747,1979,499281.7214792472,2142364.7060819548,21.0,-99.00683999059255,19.37539287710231,1270.3635438535937,3976.2940060736223,16.938180584714583,3.811090631560781,53.017253414314965,Publico,0.0
5751,1984,499195.5573171571,2142144.03578379,16.0,-99.00766041761509,19.37339857688852,1260.096346305631,3693.195431529231,16.801284617408413,3.780289038916893,49.242605753723076,Publico,0.0
5766,2047,499405.87547063344,2142282.456149412,258.0,-99.00565767685934,19.37464959900157,1077.139826030251,3832.373081461866,14.361864347070014,3.231419478090753,51.09830775282488,Publico,0.0
5770,1531,499412.2580034824,2141870.8875469454,38.0,-99.0055967708434,19.370930124120157,928.1177745729279,3312.327854057646,12.374903660972372,2.784353323718784,44.16437138743528,Publico,0.0
5785,500,494014.7470831499,2142298.2294575884,3.0,-99.05699587970754,19.37478331012023,2355.1997467195592,3248.4743018625636,31.402663289594123,7.0655992401586785,43.31299069150085,Publico,0.0
579A,364,494164.0032036071,2142263.7505595023,4.0,-99.05557445051596,19.37447215311856,2257.6943718110797,3199.2280394480495,30.102591624147728,6.77308311543324,42.65637385930733,Publico,0.0
5802,463,494272.2439295805,2142235.404580588,6.0,-99.05454362158936,19.37421629346583,2199.071416877246,3174.8663322896673,29.32095222502995,6.597214250631739,42.331551097195565,Publico,0.0
5817,504,494220.07621295296,2142114.116804937,5.0,-99.0550400301396,19.373120028187635,2228.0461616721427,3346.50515249703,29.70728215562857,6.684138485016429,44.6200686999604,Publico,0.0
5821,468,494425.185898655,2142158.112090295,4.0,-99.05308697750948,19.373518207622634,2171.852991521694,3197.3117018990515,28.95803988695592,6.515558974565082,42.630822691987355,Publico,0.0
5836,492,494351.6524537614,2141999.547072437,1.0,-99.05378674,19.37208499999999,2073.4268098878115,3423.4315215508236,27.645690798504152,6.220280429663434,45.645753620677645,Publico,0.0
5840,755,494513.210119905,2142105.759706692,8.0,-99.05224860352438,19.373045325224805,2175.51722494312,3226.954160974221,29.006896332574932,6.52655167482936,43.02605547965628,Publico,0.0
5855,560,494564.3256240125,2141973.399699111,12.0,-99.05176147255368,19.37184928513673,2059.651086309286,3374.522046343732,27.46201448412381,6.178953258927858,44.9936272845831,Publico,0.0
586A,2523,490307.7290387155,2135226.89360794,34.0,-99.0922608273534,19.3108627855068,1864.719192432619,1182.5924519322732,24.86292256576825,5.594157577297857,15.767899359096976,Privado,682.1267405003457
5874,1628,490461.928572141,2135539.29232929,24.0,-99.09079456023797,19.31368678376148,1449.2870798222348,1250.0167498259398,19.32382773096313,4.347861239466704,16.666889997679196,Privado,199.270329996295
5889,2195,490759.1482841603,2137682.5264357617,32.0,-99.08797564248412,19.333057342091944,2065.4932564417722,1964.1861421116998,27.5399100858903,6.196479769325317,26.189148561489333,Privado,101.30711433007241
5893,5778,490689.7838661158,2137527.291964364,85.0,-99.08863525482732,19.331654114257397,1918.6513176613337,1959.8738699564458,25.582017568817783,5.755953952984001,26.13165159941928,Publico,0.0
5906,3780,493276.8368168805,2137482.5428922097,32.0,-99.06400581183782,19.331260010615928,1142.8956439091858,1032.4172695635245,15.23860858545581,3.4286869317275577,13.765563594180326,Privado,110.47837434566122
5910,3698,493542.6536028463,2137485.348373148,57.0,-99.06147519529388,19.33128623553753,962.7514435641983,721.3534263040157,12.83668591418931,2.888254330692595,9.618045684053543,Privado,241.39801726018266
5925,3653,491116.3477801358,2137172.331577277,33.0,-99.08457262712376,19.32844814140531,1289.7218282930626,1291.9574918250976,17.1962910439075,3.869165484879188,17.2260998910013,Publico,0.0
593A,3627,491546.2533221623,2137156.168554299,45.0,-99.0804798454192,19.32830392265153,1256.7066477902981,747.4666767672143,16.756088637203973,3.7701199433708945,9.966222356896191,Privado,509.23997102308385
